63 5.49798
60 3.01935
53 3.50429
56 6.20892
56 2.56938
60 8.27661
62 2.9709
51 6.56957
56 2.04899
59 2.82326
56 9.04287
60 9.75319
52 7.41415
48 2.07628
63 4.0063
52 2.05349
57 2.08945
65 9.96516
60 5.92355
52 4.19048
60 3.42726
58 2.4311
54 4.32655
66 5.77827
65 8.36096
50 2.12257
58 6.83149
48 2.1102
59 6.43503
57 4.84921
65 6.19613
54 2.12585
61 2.05613
57 2.87374
58 3.02072
54 4.41581
65 3.55881
61 3.26769
57 8.21556
55 2.0965
58 8.46072
52 9.52478
52 2.09798
59 9.53944
64 4.18366
64 9.99334
62 5.6606
65 3.77844
53 2.01282
59 2.43159
62 2.89646
54 9.13057
59 7.99391
65 3.25649
49 7.57231
58 8.1457
57 2.76213
63 5.474
57 7.71437
66 9.65526
49 2.10285
59 8.5485
54 2.07074
63 8.1404
63 8.8233
63 7.29685
60 3.52487
57 7.71771
62 4.67881
61 2.28823
57 9.15353
63 3.31759
65 6.45707
55 9.86379
63 3.00939
57 2.04425
54 3.2421
54 2.05297
50 2.03337
64 4.91968
58 7.42503
63 2.8599
57 9.73774
59 4.3679
50 2.8497
61 2.91554
54 6.589
51 3.56406
48 7.46986
52 2.08792
53 2.06126
58 6.30345
59 3.4258
52 8.98162
60 4.10575
54 6.6526
69 7.15534
60 5.42204
59 3.11821
67 7.21754
53 7.87367
56 7.80748
52 9.52121
55 7.85078
58 8.35642
62 8.46483
51 8.38193
52 7.76918
51 7.85362
52 7.79398
50 8.33141
48 7.81078
47 7.76762
55 8.00918
60 9.96378
62 9.54561
55 9.31197
50 8.08055
57 7.88792
56 9.54431
47 7.73595
46 7.87088
55 9.06309
50 7.78745
51 7.85387
54 7.84768
55 8.98337
46 7.8352
55 9.13346
52 7.79029
57 8.60839
59 8.24215
55 7.81358
47 7.99712
49 8.19384
54 7.80761
55 8.5897
50 7.8389
53 7.81081
51 8.61993
52 7.80859
53 7.86471
57 7.90999
44 7.78037
55 7.71081
49 7.84491
46 8.93604
57 7.72935
56 9.61923
52 9.01699
49 7.78771
57 8.51566
59 7.84393
53 8.47226
49 7.72811
50 7.9188
53 8.1871
50 8.39163
59 9.96555
55 8.90215
51 8.54038
54 8.45144
49 7.84184
61 8.38568
60 8.94311
61 9.53753
52 7.97094
58 7.86706
50 7.83822
54 9.4575
52 8.283
51 8.25101
47 7.96399
57 8.38403
51 8.22038
56 7.79663
54 7.8144
55 8.93484
45 7.91582
52 8.03289
49 7.80585
50 9.98948
56 8.82326
53 7.8181
52 8.498
55 9.85483
51 8.51636
56 7.84041
42 7.83884
50 7.70612
50 7.819
46 7.77473
44 7.83557
51 7.75473
60 8.21787
51 8.11463
57 8.11979
50 7.76847
55 8.20661
60 8.29443
50 13.6918
51 13.6992
45 13.7936
51 13.5916
43 13.9261
52 13.6557
50 13.688
53 13.8029
48 13.8144
45 13.929
49 13.7575
50 13.6904
49 13.6072
45 13.8414
45 13.9124
51 13.6032
44 13.8003
55 13.6434
53 13.6261
51 13.708
51 13.5969
50 13.6804
47 13.7487
55 13.9105
48 13.6596
52 13.6296
52 13.5695
47 13.8022
45 13.717
51 13.6317
55 13.7826
44 13.6496
47 13.7027
50 13.9503
48 13.7374
49 14.2824
47 13.6142
53 13.6193
50 13.8458
54 13.6554
52 13.6797
54 13.6785
47 13.7424
51 13.7977
44 13.7631
53 13.7321
43 13.6263
49 13.7944
49 13.751
51 13.6469
51 13.6205
52 13.688
44 13.8182
53 13.6746
48 13.8264
53 13.6669
51 13.751
50 13.8801
53 13.665
44 13.6871
46 13.6567
55 13.6014
48 13.8726
46 13.7306
50 13.7546
49 13.7083
53 13.8302
44 13.8592
51 13.7762
53 13.8261
51 13.7122
49 13.6542
54 13.717
51 13.564
49 13.764
50 13.6943
53 13.8505
49 13.6991
53 13.6896
48 14.0298
54 13.7453
50 13.7156
53 13.6338
46 13.6588
43 13.7956
51 13.654
49 13.7999
47 13.6396
50 13.8964
42 13.8865
49 13.7018
50 13.9014
49 13.7605
43 13.8242
52 13.864
52 13.987
53 13.8235
49 14.0008
45 13.7471
59 13.6334
58 7.35684
70 8.3677
73 7.65908
57 7.36498
75 6.06609
69 4.30902
75 5.55795
67 8.14851
60 4.30136
74 5.94515
63 4.22764
74 9.81185
69 7.41916
60 7.80946
73 7.85327
61 4.16487
63 4.75649
74 5.6422
71 8.39815
61 5.11558
71 6.31363
67 7.69874
66 5.10287
77 9.78852
70 7.14491
66 8.26645
66 4.28596
64 6.19707
68 6.80796
76 8.1177
64 4.25125
69 6.88681
64 9.508
55 8.49366
61 7.02192
64 7.53732
74 6.47741
68 8.70914
67 9.51192
64 4.23138
64 8.21552
72 8.48055
66 9.28785
58 4.25325
71 7.1119
76 7.6904
69 8.47134
72 5.94739
62 5.55414
66 4.22814
77 7.64965
60 4.23634
72 9.47641
67 8.67805
58 7.56669
71 9.12353
62 4.94107
69 9.85411
71 7.99197
70 9.56938
66 6.66557
62 6.68032
69 5.29719
64 6.18351
73 7.46337
67 4.97986
73 5.56087
71 8.49088
63 7.56642
68 6.80611
62 8.7126
68 5.96362
77 8.66484
77 7.55785
74 7.75789
74 8.07212
64 8.96958
73 7.85943
59 6.6392
64 8.1051
67 4.9905
64 8.35087
64 4.32254
78 4.87125
68 5.81235
71 9.84006
60 9.84811
63 4.36409
61 8.98967
66 8.41275
64 9.12879
64 8.80086
51 4.37858
71 9.52675
62 6.76815
62 8.70454
61 8.90548
69 8.22701
56 8.47848
78 9.266
33 16.2259
42 16.0319
35 16.2847
43 15.9622
34 16.2137
44 16.1955
35 16.0522
43 16.1625
52 16.3682
37 16.315
37 16.0572
33 16.2137
36 16.2135
44 16.1513
44 16.1239
46 16.1134
46 16.2452
35 16.0983
49 16.0829
36 16.0929
38 16.2147
37 16.0339
50 15.9863
36 16.2226
36 16.2103
37 16.1131
39 16.2023
36 16.1894
42 16.3419
40 16.1668
39 16.2074
41 16.2013
32 16.1166
38 16.3082
38 16.0467
47 16.1547
45 16.1641
50 16.088
40 16.1372
45 16.0786
48 16.1112
45 16.3002
39 16.1132
35 16.2864
34 16.1081
36 16.3242
36 16.1023
47 16.1342
31 16.2058
39 16.3793
33 16.9734
45 16.1282
42 16.1523
39 16.0516
33 16.0273
45 16.1292
41 16.1416
48 16.2152
41 16.071
34 16.1171
37 16.2419
37 16.1569
41 16.3474
44 16.1552
41 16.1899
31 16.2634
39 16.2077
38 16.1587
37 16.0996
41 16.1615
43 16.203
39 16.0233
47 15.9971
47 16.0839
44 16.1731
39 16.1216
40 16.0616
45 16.0976
37 16.2301
47 16.0864
41 16.1117
35 16.1842
32 16.2082
43 16.0955
42 16.2428
38 16.1874
38 16.2286
37 16.1141
43 15.9016
36 16.0561
50 16.1385
39 16.136
41 16.142
38 16.1474
38 16.1318
38 16.1818
40 16.1689
45 16.2396
43 16.0787
42 16.2113
24 28.3044
36 28.5306
33 28.4188
40 29.0098
26 28.3664
35 28.2175
27 28.2411
27 28.3322
31 28.3247
28 28.2962
36 28.0951
35 28.1622
37 28.1953
31 28.4464
24 28.3293
35 28.5761
27 28.3816
31 28.5556
30 28.4213
28 28.0254
37 28.303
34 28.0774
31 28.509
37 28.3627
35 28.2263
40 28.2824
34 28.5195
35 28.5011
29 28.5152
28 28.4164
38 28.238
31 28.1359
34 28.2403
44 28.3584
30 28.3663
34 29.1947
35 28.8673
33 28.5007
26 28.198
32 28.5568
25 28.2456
24 28.425
32 28.226
41 28.3238
28 27.9819
33 28.076
36 28.4618
29 28.2057
30 28.3641
30 28.1321
36 28.2995
38 28.2772
33 28.4582
28 28.351
38 28.0304
42 28.1824
28 28.1871
34 28.3339
33 27.9788
32 28.1683
31 28.3561
29 28.1846
37 28.4044
41 28.2574
38 28.3293
32 28.2411
32 28.5003
32 28.9395
34 28.2479
39 28.3395
32 28.2685
32 28.2261
27 28.1626
40 28.179
31 28.4738
30 28.2481
33 28.4441
36 28.0691
37 28.1786
25 28.2603
36 28.2076
29 28.3096
36 28.3333
27 28.4726
28 28.3594
27 28.4225
40 28.1773
36 28.2044
31 28.2459
26 28.0166
29 28.2305
32 28.0087
29 27.9863
35 28.2156
32 28.2758
37 28.294
41 28.1327
27 28.3613
34 28.0979
30 28.5086
