100 3.97546
100 3.96283
100 4.02561
100 3.75858
100 4.28877
100 3.77069
100 4.00002
99 4.03532
100 3.75519
100 3.74424
100 4.03425
100 4.1057
100 3.79981
100 4.06873
100 3.82705
100 3.80638
100 3.88598
100 4.03171
100 3.8405
100 8.42076
100 3.90119
99 3.87336
100 8.96
100 3.76475
100 3.82026
100 3.85789
100 3.77265
100 4.04224
100 4.01445
100 3.97726
100 3.86931
99 3.9909
100 3.94056
100 4.02367
100 3.87934
100 5.11745
100 3.97028
100 4.02699
100 3.76998
100 3.72955
99 3.96317
100 3.80246
100 3.91239
100 3.80602
100 3.81726
100 3.80834
99 3.8687
100 3.8408
100 3.79461
98 3.89788
100 3.84725
100 3.87043
100 3.85269
100 4.15569
100 4.02543
100 4.00525
100 3.95496
100 4.01951
100 3.79538
100 3.8412
100 3.73429
100 3.83348
100 3.89271
100 3.83021
100 4.111
100 3.68424
100 3.8902
99 4.36783
99 5.5617
100 3.81285
100 3.79919
100 3.86649
100 3.88903
100 3.92069
100 3.78534
100 3.86521
100 3.84627
100 3.71031
100 3.76341
100 3.91466
99 3.81767
100 3.76701
100 4.16731
100 3.73071
100 3.93527
100 3.79479
100 3.78868
100 3.81118
100 3.9323
99 4.08608
100 3.9631
100 3.87473
100 3.8517
100 4.007
100 3.93103
100 3.74943
100 3.80284
100 3.85411
100 4.11271
100 3.98765
100 14.3032
100 14.2043
100 14.2246
100 14.158
100 14.3206
100 14.1306
100 14.178
100 14.2364
100 14.3568
100 14.221
100 14.1851
100 14.1115
100 14.2137
100 14.3182
100 14.2981
100 14.3
100 14.2822
100 14.4112
100 14.3503
100 14.2559
100 14.1871
100 14.2127
100 14.3862
100 14.2956
100 14.2765
100 14.3326
100 14.2817
100 14.4502
100 14.3184
100 14.3027
100 14.1901
100 14.2434
100 14.231
100 14.0525
100 14.1261
100 14.3044
100 14.4044
100 14.1726
100 14.2165
100 14.1314
100 14.9288
100 14.3028
99 14.1661
100 14.217
99 14.1673
100 14.2444
100 14.3849
100 14.1528
100 14.1614
100 14.2986
100 14.4946
100 14.2869
100 14.2812
100 14.1957
100 14.4599
100 14.4686
100 14.3603
100 14.1115
100 14.1861
100 14.2558
100 14.4501
100 14.1699
100 14.204
100 14.1813
100 14.3138
100 14.0976
100 14.131
100 14.1797
100 14.3674
100 14.1406
100 14.0126
100 14.2611
100 14.1479
100 14.1997
100 14.3115
100 14.1567
100 14.1184
100 14.2252
100 14.396
100 14.2505
100 14.2839
100 14.2176
100 14.2106
100 14.4955
100 14.3259
100 14.1963
100 14.1428
100 14.189
100 14.2041
100 14.3037
100 14.3262
100 14.1907
100 14.471
100 14.1388
100 14.191
